Country,EdLevel,Experience,Language,Salary
Romania,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5.0,HTML/CSS;JavaScript,89331.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4.0,C#;HTML/CSS;JavaScript;SQL;TypeScript,65000.0
Germany,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",22.0,HTML/CSS;Python;Rust;TypeScript,139218.0
Belgium,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",15.0,Bash/Shell (all shells);PowerShell;Python;SQL,61488.0
Switzerland,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",20.0,Bash/Shell (all shells);HTML/CSS;JavaScript;PHP;Python;SQL;TypeScript,162421.0
Spain,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10.0,Java;JavaScript;Kotlin,104413.0
Mexico,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",9.0,HTML/CSS;JavaScript;Ruby;SQL,50400.0
Germany,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",35.0,Bash/Shell (all shells);HTML/CSS;JavaScript;PHP;SQL,69609.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",29.0,Bash/Shell (all shells);GDScript;HTML/CSS;JavaScript;PHP;SQL,45000.0
France,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",6.0,C#;Java;JavaScript;PHP;Python;SQL,32484.0
France,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",25.0,Bash/Shell (all shells);HTML/CSS;JavaScript;PHP;Python;SQL;TypeScript,87011.0
Austria,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",30.0,Bash/Shell (all shells);C;C++;HTML/CSS;Java;JavaScript;MATLAB;PowerShell;Python;SQL;TypeScript,116015.0
Belgium,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",13.0,HTML/CSS;JavaScript;Kotlin;Python;SQL;TypeScript,69609.0
United Kingdom of Great Britain and Northern Ireland,"Associate degree (A.A., A.S., etc.)",19.0,Bash/Shell (all shells);HTML/CSS;JavaScript;PHP;PowerShell;SQL,51598.0
United States of America,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",58.0,C++;Python,175000.0
Brazil,Some college/university study without earning a degree,16.0,Bash/Shell (all shells);HTML/CSS;JavaScript;Python;Rust;TypeScript,12378.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11.0,Bash/Shell (all shells);HTML/CSS;PHP;SQL;TypeScript,125000.0
Bulgaria,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",24.0,Bash/Shell (all shells);C#;JavaScript;SQL;Swift;TypeScript;VBA,88960.0
United States of America,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",10.0,Bash/Shell (all shells);C++;Go;HTML/CSS;Java;JavaScript;Kotlin;Python;Rust;TypeScript,175000.0
Germany,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",22.0,C#;Dart;JavaScript;PowerShell;SQL,163581.0
Germany,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",20.0,C#;HTML/CSS;JavaScript;PowerShell;SQL,69609.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",25.0,Bash/Shell (all shells);COBOL;HTML/CSS;Java;JavaScript;Lua;Perl;PHP;SQL;TypeScript,93500.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",16.0,Bash/Shell (all shells);HTML/CSS;Java;Python;Rust;SQL;TypeScript,350000.0
Portugal,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",13.0,Bash/Shell (all shells);C#;Go;JavaScript;Lua;PowerShell;SQL,71929.0
France,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",24.0,Bash/Shell (all shells);GDScript;Go;HTML/CSS;JavaScript;PHP;PowerShell;Python;SQL,60328.0
United States of America,Some college/university study without earning a degree,35.0,Bash/Shell (all shells);HTML/CSS;Java;Python;Scala;SQL,173000.0
Italy,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",17.0,Bash/Shell (all shells);C;HTML/CSS;JavaScript;Lua;Python,46406.0
India,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",10.0,HTML/CSS;JavaScript;TypeScript,27898.0
Brazil,Other (please specify):,5.0,C#;HTML/CSS;JavaScript;SQL;Visual Basic (.Net),4005.0
New Zealand,Some college/university study without earning a degree,15.0,Bash/Shell (all shells);HTML/CSS;JavaScript;Python;Ruby;SQL;TypeScript,42285.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",12.0,Bash/Shell (all shells);C#;Dart;Go;Groovy;HTML/CSS;JavaScript;Kotlin;Rust;SQL;TypeScript,330000.0
United States of America,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",45.0,C;HTML/CSS;JavaScript;Perl;PHP;PowerShell;Python;SQL;TypeScript;VBA,78000.0
Germany,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",16.0,Java;Kotlin;Python,103253.0
Georgia,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",25.0,C++;Python,2941.0
United Kingdom of Great Britain and Northern Ireland,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",5.0,Bash/Shell (all shells);C#;HTML/CSS;Java;JavaScript;PHP;PowerShell;Python;SQL;TypeScript;Visual Basic (.Net),61264.0
Hungary,Some college/university study without earning a degree,15.0,HTML/CSS;Java;JavaScript;PowerShell;Python;SQL;TypeScript,46845.0
United States of America,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",42.0,Bash/Shell (all shells);Groovy;Java;JavaScript;Perl;SQL,250000.0
Netherlands,Some college/university study without earning a degree,20.0,C;C++;Go;Java;Kotlin;Ruby;Rust;TypeScript,162421.0
United Kingdom of Great Britain and Northern Ireland,"Associate degree (A.A., A.S., etc.)",10.0,Bash/Shell (all shells);C#;HTML/CSS;Java;JavaScript;Python;SQL;TypeScript,102.0
United States of America,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",18.0,Bash/Shell (all shells);C;C++;Go;Python,230000.0
"Venezuela, Bolivarian Republic of...","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",8.0,JavaScript;SQL;TypeScript,36000.0
United Kingdom of Great Britain and Northern Ireland,Other (please specify):,57.0,HTML/CSS;R,49011.0
United States of America,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",12.0,Bash/Shell (all shells);Java;PowerShell;Python;Scala;SQL,150000.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",23.0,Bash/Shell (all shells);HTML/CSS;JavaScript;Ruby;SQL,160000.0
United Kingdom of Great Britain and Northern Ireland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",19.0,Assembly;Bash/Shell (all shells);Elixir;Erlang;JavaScript;Python;Ruby;SQL,408424.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",21.0,HTML/CSS;JavaScript;PHP;Python;SQL,95000.0
Sweden,Some college/university study without earning a degree,40.0,Bash/Shell (all shells);C#;PowerShell;Python,94339.0
Latvia,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",20.0,C++;HTML/CSS;Java;JavaScript;Python;Ruby;SQL;TypeScript,92812.0
Turkey,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",22.0,Python;SQL,50496.0
Norway,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5.0,C#;HTML/CSS;JavaScript;SQL;TypeScript,64930.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",37.0,Bash/Shell (all shells);C;C#;C++;Go;HTML/CSS;Java;JavaScript;Kotlin;PowerShell;Python;R;Rust;SQL;Visual Basic (.Net),120000.0
Netherlands,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",30.0,Bash/Shell (all shells);C++;HTML/CSS;JavaScript;Perl;PHP;Python;SQL,48726.0
France,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",15.0,JavaScript;PHP;SQL;TypeScript,48726.0
Canada,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",30.0,C++;Go;HTML/CSS;Java;JavaScript;MATLAB;Python;SQL;TypeScript,131325.0
Pakistan,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",8.0,C;C++;Go;HTML/CSS;Java;JavaScript;Python,3336.0
Cyprus,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",25.0,Bash/Shell (all shells);Python;Rust;SQL,90491.0
United Kingdom of Great Britain and Northern Ireland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",18.0,C#;HTML/CSS;JavaScript;SQL;Visual Basic (.Net),51734.0
Netherlands,Some college/university study without earning a degree,20.0,Bash/Shell (all shells);C#;C++;HTML/CSS;JavaScript;PowerShell;Python;Rust;SQL;TypeScript,116.0
Poland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",18.0,Groovy;Java,40935.0
Colombia,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",17.0,Go;JavaScript;Python;Rust;TypeScript,91022.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",12.0,Assembly;Bash/Shell (all shells);C;C++;Go;HTML/CSS;Java;Python;Rust;SQL;TypeScript;Zig,390000.0
Slovenia,Some college/university study without earning a degree,28.0,Bash/Shell (all shells);Go;HTML/CSS;Lua;PHP;SQL,98612.0
Romania,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",24.0,C#;HTML/CSS;JavaScript;SQL;TypeScript,62721.0
United States of America,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",30.0,Bash/Shell (all shells);C#;HTML/CSS;SQL;TypeScript,200000.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",19.0,Bash/Shell (all shells);Groovy;Java;PowerShell;SQL,119000.0
United Kingdom of Great Britain and Northern Ireland,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",43.0,Bash/Shell (all shells);C#;Java;JavaScript;Python;TypeScript,245055.0
Chile,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",30.0,Bash/Shell (all shells);C#;HTML/CSS;JavaScript;PHP;SQL;VBA;Visual Basic (.Net),14844.0
Brazil,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",14.0,Bash/Shell (all shells);C#;C++;Java;Python;SQL,91018.0
Norway,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",8.0,C#;HTML/CSS;PowerShell;SQL,68685.0
Egypt,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5.0,Bash/Shell (all shells);Fortran;HTML/CSS;JavaScript;PHP;Python;R;SQL;TypeScript,9986.0
India,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",7.0,Bash/Shell (all shells);Java;JavaScript;Kotlin;SQL,17436.0
France,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",10.0,Bash/Shell (all shells);JavaScript;Python;SQL,16706.0
Canada,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",40.0,Bash/Shell (all shells);HTML/CSS;JavaScript;Lua;PHP;SQL,43775.0
Canada,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",15.0,Bash/Shell (all shells);C;C++;HTML/CSS;Java;MATLAB;PowerShell;Python,94846.0
Brazil,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",21.0,C;C#;MATLAB;Python;R;SQL,7281.0
Spain,Some college/university study without earning a degree,18.0,Go;JavaScript;PHP;TypeScript;Zig,92812.0
France,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",15.0,Bash/Shell (all shells);C;C#;C++;HTML/CSS;JavaScript;PowerShell;TypeScript,46406.0
Switzerland,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",21.0,Go;OCaml;Python;Rust,334781.0
United States of America,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",15.0,Bash/Shell (all shells);C;C++;GDScript;Go;HTML/CSS;JavaScript;MATLAB;MicroPython;PHP;PowerShell;Python;R;Rust;Swift,158000.0
United Kingdom of Great Britain and Northern Ireland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",19.0,GDScript;HTML/CSS;Java;JavaScript;SQL;TypeScript,50372.0
Serbia,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",25.0,PHP;Python;SQL,4467.0
Germany,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",6.0,Python;SQL,87011.0
United States of America,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",5.0,MATLAB;MicroPython;Python;SQL,220000.0
Slovakia,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",7.0,HTML/CSS;JavaScript;PHP;SQL;TypeScript,58007.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",41.0,HTML/CSS;Python;SQL;VBA,240000.0
United States of America,Some college/university study without earning a degree,16.0,Bash/Shell (all shells);C#;F#;JavaScript;PowerShell;Python;SQL,85000.0
South Africa,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",9.0,JavaScript;Ruby;SQL;TypeScript,39240.0
United Kingdom of Great Britain and Northern Ireland,Some college/university study without earning a degree,32.0,C#;PowerShell;SQL,163370.0
Germany,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",18.0,Bash/Shell (all shells);Python;Rust;SQL,121815.0
France,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",39.0,Assembly;C;C++;JavaScript;Python,89331.0
United States of America,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",21.0,HTML/CSS;JavaScript;PHP;SQL;TypeScript,130000.0
Germany,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",10.0,Ada;Bash/Shell (all shells);C#;C++;Python;SQL,81210.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10.0,Bash/Shell (all shells);C#;Erlang;Go;HTML/CSS;JavaScript;PowerShell;Python;Rust;SQL,90000.0
United States of America,Some college/university study without earning a degree,40.0,C;C#;C++;Python,75000.0
Singapore,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",22.0,Bash/Shell (all shells);Fortran;GDScript;Go;HTML/CSS;JavaScript;Lua;Python;Ruby;Rust;SQL;TypeScript,302294.0
Spain,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",13.0,Rust,149659.0
Lithuania,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",26.0,Bash/Shell (all shells);C;HTML/CSS;JavaScript;Kotlin;Lua;PHP;Python;Rust;Swift;TypeScript,185623.0
Germany,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",5.0,Bash/Shell (all shells);HTML/CSS;Java;JavaScript;PowerShell;SQL,87011.0
United Kingdom of Great Britain and Northern Ireland,Some college/university study without earning a degree,10.0,Bash/Shell (all shells);C#;Elixir;Erlang;Go;HTML/CSS;JavaScript;PHP;PowerShell;Python;Ruby;Rust;SQL;TypeScript;VBA,58541.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",35.0,Bash/Shell (all shells);C#;C++;Go;HTML/CSS;JavaScript;TypeScript,134000.0
Finland,Some college/university study without earning a degree,5.0,Bash/Shell (all shells);C;Go;HTML/CSS;JavaScript;MATLAB;Python;Scala;TypeScript;VBA,19.0
Greece,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",12.0,HTML/CSS;JavaScript;Python;SQL,92812.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",23.0,Bash/Shell (all shells);Java;Kotlin;Python,130000.0
United States of America,Some college/university study without earning a degree,25.0,Bash/Shell (all shells);C#;HTML/CSS;JavaScript;PHP;PowerShell;SQL,50000.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5.0,Bash/Shell (all shells);HTML/CSS;JavaScript;Ruby;SQL,150000.0
Belgium,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",6.0,Bash/Shell (all shells);HTML/CSS;Java;PowerShell;SQL,48726.0
Italy,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",11.0,Bash/Shell (all shells);Go;JavaScript;PHP;SQL,35965.0
Spain,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",45.0,C#;SQL;Visual Basic (.Net),13922.0
United Kingdom of Great Britain and Northern Ireland,Some college/university study without earning a degree,37.0,HTML/CSS;JavaScript;PHP;SQL,74878.0
Germany,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",7.0,Bash/Shell (all shells);C#;Groovy;HTML/CSS;JavaScript;Kotlin;PowerShell;SQL;TypeScript,96292.0
United States of America,Some college/university study without earning a degree,30.0,Bash/Shell (all shells);C#;HTML/CSS;Java;JavaScript;Python;Rust;SQL;TypeScript,750000.0
United States of America,Other (please specify):,45.0,C#;HTML/CSS;JavaScript;PowerShell;Python;SQL,180000.0
Bulgaria,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",30.0,Bash/Shell (all shells);HTML/CSS;JavaScript;PHP;SQL,41515.0
United Kingdom of Great Britain and Northern Ireland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",7.0,C;C++;HTML/CSS;JavaScript;Kotlin;Python;Rust;TypeScript,1361.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",30.0,HTML/CSS;Java;JavaScript;Kotlin;Python;SQL;Swift;TypeScript,132000.0
China,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",12.0,C;C++;Fortran;HTML/CSS;Java;JavaScript;MATLAB;PowerShell;Python;SQL;TypeScript;VBA,97500.0
United Kingdom of Great Britain and Northern Ireland,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",39.0,C#;GDScript;SQL,111636.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",35.0,Assembly;Bash/Shell (all shells);C;Groovy;HTML/CSS;JavaScript;Lisp;Perl;Python,525000.0
Germany,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",28.0,Bash/Shell (all shells);C#;PowerShell;SQL,110214.0
Austria,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",12.0,Kotlin;SQL,93.0
Poland,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",15.0,Assembly;Bash/Shell (all shells);C;C++,6004.0
Germany,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",18.0,Dart;JavaScript;Swift;TypeScript,58007.0
Germany,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",19.0,Bash/Shell (all shells);C;Go;OCaml;Python;Rust,145018.0
Germany,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",40.0,Bash/Shell (all shells);C;C++;Fortran;Python;Visual Basic (.Net),98612.0
Ireland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",30.0,Bash/Shell (all shells);Dart;Go;HTML/CSS;JavaScript;Kotlin;Ruby;SQL,145018.0
Germany,Some college/university study without earning a degree,18.0,Go;HTML/CSS;Java;JavaScript;PowerShell;SQL;TypeScript,81210.0
United States of America,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",6.0,Assembly;Bash/Shell (all shells);C;C++;Lisp;Lua;MATLAB;Python,30000.0
United States of America,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",12.0,Bash/Shell (all shells);Fortran;HTML/CSS;Python,126000.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",45.0,JavaScript,205000.0
United States of America,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",20.0,HTML/CSS;JavaScript;TypeScript,100000.0
Germany,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",13.0,HTML/CSS;JavaScript;PHP;PowerShell;SQL,107894.0
United States of America,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",21.0,Bash/Shell (all shells);C#;HTML/CSS;JavaScript;PHP;PowerShell;Python;SQL;Visual Basic (.Net),80000.0
Belgium,"Associate degree (A.A., A.S., etc.)",13.0,Bash/Shell (all shells);C#;HTML/CSS;JavaScript;PowerShell;SQL;TypeScript,52207.0
United States of America,Some college/university study without earning a degree,6.0,HTML/CSS;JavaScript;PHP;Python;SQL;TypeScript,60000.0
Australia,Some college/university study without earning a degree,30.0,Python;SQL,16252.0
Viet Nam,"Associate degree (A.A., A.S., etc.)",5.0,HTML/CSS;Java;JavaScript;Rust;SQL;TypeScript,8407.0
Mexico,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",8.0,Bash/Shell (all shells);C#;C++;JavaScript;MicroPython;PowerShell;Python;R;SQL;TypeScript;VBA;Visual Basic (.Net),50000.0
Germany,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",11.0,C++;Python;SQL,81210.0
Taiwan,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",10.0,HTML/CSS;JavaScript;PHP;TypeScript,50000.0
Czech Republic,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",35.0,Bash/Shell (all shells);Elixir;HTML/CSS;JavaScript;Python;Ruby;SQL,56167.0
France,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",16.0,Bash/Shell (all shells);HTML/CSS;Java;Python;Rust,104413.0
Germany,"Associate degree (A.A., A.S., etc.)",9.0,C#;HTML/CSS;Java;JavaScript;PHP;SQL,67289.0
Sweden,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",26.0,C#;PHP,67924.0
Romania,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",30.0,JavaScript;PHP;PowerShell;SQL;TypeScript,43854.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",40.0,Bash/Shell (all shells);Go;Groovy;HTML/CSS;Java;JavaScript;PowerShell;Python;R;SQL;TypeScript,350000.0
France,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",29.0,Assembly;Bash/Shell (all shells);C;Python,41765.0
Brazil,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10.0,C#;HTML/CSS;JavaScript;SQL;TypeScript;Visual Basic (.Net),12743.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11.0,Bash/Shell (all shells);HTML/CSS;MicroPython;Python;SQL,33000.0
Canada,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",23.0,Assembly;C;C++,132000.0
United States of America,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",50.0,Assembly;Bash/Shell (all shells);C;C++;Fortran;HTML/CSS;Java;JavaScript;Lisp;MATLAB;Perl;Prolog;Python;Ruby;Swift,300000.0
Morocco,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2.0,C;C#;HTML/CSS;JavaScript,5000.0
Denmark,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",40.0,Bash/Shell (all shells);HTML/CSS;Java;JavaScript;SQL;TypeScript,155521.0
Netherlands,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",17.0,Bash/Shell (all shells);Go;HTML/CSS;JavaScript;PHP;SQL;TypeScript,87011.0
Brazil,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",17.0,Bash/Shell (all shells);C;Go;Java;Kotlin;Ruby;TypeScript,6000.0
Germany,Some college/university study without earning a degree,7.0,C;Lisp;Python;Zig,8353.0
Kenya,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",8.0,C++;Java;Visual Basic (.Net),4644.0
United States of America,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",32.0,Bash/Shell (all shells);HTML/CSS;Java;JavaScript;Ruby;SQL;TypeScript,175000.0
Canada,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",23.0,Bash/Shell (all shells);Go;HTML/CSS;JavaScript;PHP,105790.0
Afghanistan,Primary/elementary school,10.0,Bash/Shell (all shells);HTML/CSS;JavaScript;PHP;SQL;TypeScript,9858.0
Netherlands,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",22.0,C#;HTML/CSS;PowerShell;SQL;TypeScript,98612.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",45.0,Bash/Shell (all shells);C;C++,409000.0
Saudi Arabia,"Associate degree (A.A., A.S., etc.)",3.0,Ada;Assembly;Erlang,15995.0
United States of America,"Associate degree (A.A., A.S., etc.)",39.0,C#;Go;HTML/CSS;JavaScript;PowerShell;Python;SQL;TypeScript,170000.0
Italy,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",25.0,C#;Scala;SQL;TypeScript,46406.0
Brazil,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",35.0,Assembly;Bash/Shell (all shells);C;C#;C++;Dart;Delphi;F#;Go;HTML/CSS;Java;JavaScript;Kotlin;Lisp;PHP;PowerShell;Prolog;Python;R;Scala;SQL;TypeScript;VBA;Visual Basic (.Net),35497.0
United Kingdom of Great Britain and Northern Ireland,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",13.0,Bash/Shell (all shells);C;C++;HTML/CSS;JavaScript;Python;TypeScript,91215.0
France,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",18.0,Bash/Shell (all shells);C#;JavaScript,87011.0
United States of America,"Associate degree (A.A., A.S., etc.)",24.0,Bash/Shell (all shells);C;Elixir;Erlang;Go;JavaScript;Lisp;OCaml;Perl;Prolog;Python;Rust,244445.0
Brazil,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4.0,C#;HTML/CSS;JavaScript;SQL;TypeScript,14725.0
France,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",10.0,HTML/CSS;Java;JavaScript;Kotlin;Python;SQL;TypeScript,69609.0
Canada,Some college/university study without earning a degree,40.0,Bash/Shell (all shells);HTML/CSS;JavaScript;SQL;TypeScript,36479.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",28.0,Bash/Shell (all shells);C#;PowerShell;SQL;VBA;Visual Basic (.Net),140000.0
Cameroon,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3.0,Assembly;Bash/Shell (all shells);C;Dart;HTML/CSS;Java;JavaScript;PHP;PowerShell;Python;SQL,442.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",20.0,C;C++;Groovy;HTML/CSS;Java;JavaScript;PowerShell;Python,150000.0
Serbia,Some college/university study without earning a degree,11.0,HTML/CSS;Java;JavaScript;SQL,11880.0
South Africa,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",35.0,C;C#;Delphi;Python;SQL,50.0
Italy,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",25.0,Bash/Shell (all shells);C;C#;C++;HTML/CSS;Java;JavaScript;Kotlin;MATLAB;Perl;PHP;Python;Ruby,18562.0
United Kingdom of Great Britain and Northern Ireland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11.0,Bash/Shell (all shells);HTML/CSS;JavaScript;TypeScript,245055.0
Brazil,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",11.0,C#;HTML/CSS;JavaScript;R;SQL;VBA;Visual Basic (.Net),182037.0
Canada,Some college/university study without earning a degree,34.0,Bash/Shell (all shells);C;C++;Java;JavaScript;Kotlin;Python,182396.0
Poland,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",11.0,Bash/Shell (all shells);C;C++;HTML/CSS;Java;Lua;Python,60038.0
Argentina,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10.0,Bash/Shell (all shells);Java;JavaScript;PowerShell;SQL;VBA,36000.0
Canada,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",7.0,HTML/CSS;JavaScript,65663.0
Pakistan,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11.0,C;C++;HTML/CSS;JavaScript;PHP;Rust;SQL;TypeScript,12000.0
